registerno,department,semester
922523114040,Mechanical Engineering -A,4
922523114041,Mechanical Engineering -A,4
922523114042,Mechanical Engineering -A,4
922523114043,Mechanical Engineering -A,4
922523114044,Mechanical Engineering -A,4
922523114045,Mechanical Engineering -A,4
922523114046,Mechanical Engineering -A,4
922523114047,Mechanical Engineering -A,4
922523114048,Mechanical Engineering -A,4
922523114049,Mechanical Engineering -A,4
922523114050,Mechanical Engineering -A,4
922523114051,Mechanical Engineering -A,4
922523114052,Mechanical Engineering -A,4
922523114053,Mechanical Engineering -A,4
922523114054,Mechanical Engineering -A,4
922523114055,Mechanical Engineering -A,4
922523114056,Mechanical Engineering -A,4
922523114057,Mechanical Engineering -A,4
922523114058,Mechanical Engineering -A,4
922523114059,Mechanical Engineering -A,4
922523114302,Mechanical Engineering -A,4
922523114303,Mechanical Engineering -A,4
922522243075,Artificial Intelligence and Data Science -B,6
922522243076,Artificial Intelligence and Data Science -B,6
922522243077,Artificial Intelligence and Data Science -B,6
922522243078,Artificial Intelligence and Data Science -B,6
922522243079,Artificial Intelligence and Data Science -B,6
922522243080,Artificial Intelligence and Data Science -B,6
922522243081,Artificial Intelligence and Data Science -B,6
922522243082,Artificial Intelligence and Data Science -B,6
922522243083,Artificial Intelligence and Data Science -B,6
922522243084,Artificial Intelligence and Data Science -B,6
922522243085,Artificial Intelligence and Data Science -B,6
922522243086,Artificial Intelligence and Data Science -B,6
922522243087,Artificial Intelligence and Data Science -B,6
922522243088,Artificial Intelligence and Data Science -B,6
922522243089,Artificial Intelligence and Data Science -B,6
922522243090,Artificial Intelligence and Data Science -B,6
922522243091,Artificial Intelligence and Data Science -B,6
922522243092,Artificial Intelligence and Data Science -B,6
922522243093,Artificial Intelligence and Data Science -B,6
922522243094,Artificial Intelligence and Data Science -B,6
922522243095,Artificial Intelligence and Data Science -B,6
922522243096,Artificial Intelligence and Data Science -B,6
922522243097,Artificial Intelligence and Data Science -B,6
922522243098,Artificial Intelligence and Data Science -B,6
922522243099,Artificial Intelligence and Data Science -B,6
922522243100,Artificial Intelligence and Data Science -B,6
922522243101,Artificial Intelligence and Data Science -B,6
922522243301,Artificial Intelligence and Data Science -B,6
922522243302,Artificial Intelligence and Data Science -B,6
922523148001,Artificial Intelligence and Machine Learning -A,4
922523148002,Artificial Intelligence and Machine Learning -A,4
922523148003,Artificial Intelligence and Machine Learning -A,4
922523148004,Artificial Intelligence and Machine Learning -A,4
922523148005,Artificial Intelligence and Machine Learning -A,4
922523148006,Artificial Intelligence and Machine Learning -A,4
922523148007,Artificial Intelligence and Machine Learning -A,4
922523148008,Artificial Intelligence and Machine Learning -A,4
922523148009,Artificial Intelligence and Machine Learning -A,4
922523148010,Artificial Intelligence and Machine Learning -A,4
922523148011,Artificial Intelligence and Machine Learning -A,4
922523148012,Artificial Intelligence and Machine Learning -A,4
922523148013,Artificial Intelligence and Machine Learning -A,4
922523148014,Artificial Intelligence and Machine Learning -A,4
922523148015,Artificial Intelligence and Machine Learning -A,4
922523148016,Artificial Intelligence and Machine Learning -A,4
922523148017,Artificial Intelligence and Machine Learning -A,4
922523148018,Artificial Intelligence and Machine Learning -A,4
922523148019,Artificial Intelligence and Machine Learning -A,4
922523148020,Artificial Intelligence and Machine Learning -A,4
922523148021,Artificial Intelligence and Machine Learning -A,4
922523148022,Artificial Intelligence and Machine Learning -A,4
922523148023,Artificial Intelligence and Machine Learning -A,4
922523148024,Artificial Intelligence and Machine Learning -A,4
922523148025,Artificial Intelligence and Machine Learning -A,4
922523148026,Artificial Intelligence and Machine Learning -A,4
922523148027,Artificial Intelligence and Machine Learning -A,4
922523148028,Artificial Intelligence and Machine Learning -A,4
922523148029,Artificial Intelligence and Machine Learning -A,4
922523148030,Artificial Intelligence and Machine Learning -A,4
922523148031,Artificial Intelligence and Machine Learning -A,4
922523148032,Artificial Intelligence and Machine Learning -A,4
922523148033,Artificial Intelligence and Machine Learning -A,4
922523148034,Artificial Intelligence and Machine Learning -A,4
922523148035,Artificial Intelligence and Machine Learning -A,4
922523148036,Artificial Intelligence and Machine Learning -A,4
922523148037,Artificial Intelligence and Machine Learning -A,4
922523148038,Artificial Intelligence and Machine Learning -A,4
922523148039,Artificial Intelligence and Machine Learning -A,4
922523148040,Artificial Intelligence and Machine Learning -A,4
922523148041,Artificial Intelligence and Machine Learning -A,4
922523148042,Artificial Intelligence and Machine Learning -A,4
922523148043,Artificial Intelligence and Machine Learning -A,4
922523148044,Artificial Intelligence and Machine Learning -A,4
922523148045,Artificial Intelligence and Machine Learning -A,4
922523148046,Artificial Intelligence and Machine Learning -A,4
922523148047,Artificial Intelligence and Machine Learning -A,4
922523148048,Artificial Intelligence and Machine Learning -A,4
922523148049,Artificial Intelligence and Machine Learning -A,4
922523148050,Artificial Intelligence and Machine Learning -A,4
922523148051,Artificial Intelligence and Machine Learning -A,4
922523148052,Artificial Intelligence and Machine Learning -A,4
922523148053,Artificial Intelligence and Machine Learning -A,4
922523148054,Artificial Intelligence and Machine Learning -A,4
922523148055,Artificial Intelligence and Machine Learning -A,4
922523148056,Artificial Intelligence and Machine Learning -A,4
922523148057,Artificial Intelligence and Machine Learning -A,4
922523148058,Artificial Intelligence and Machine Learning -A,4
922523148059,Artificial Intelligence and Machine Learning -A,4
922523148060,Artificial Intelligence and Machine Learning -A,4
922523148061,Artificial Intelligence and Machine Learning -A,4
922523148062,Artificial Intelligence and Machine Learning -A,4
922523148063,Artificial Intelligence and Machine Learning -A,4
922522114001,Mechanical Engineering -A,6
922522114002,Mechanical Engineering -A,6
922522114003,Mechanical Engineering -A,6
922522114004,Mechanical Engineering -A,6
922522114005,Mechanical Engineering -A,6
922522114006,Mechanical Engineering -A,6
922522114007,Mechanical Engineering -A,6
922522114008,Mechanical Engineering -A,6
922522114009,Mechanical Engineering -A,6
922522114010,Mechanical Engineering -A,6
922522114011,Mechanical Engineering -A,6
922522114012,Mechanical Engineering -A,6
922522114013,Mechanical Engineering -A,6
922522114014,Mechanical Engineering -A,6
922522114015,Mechanical Engineering -A,6
922522114016,Mechanical Engineering -A,6
922522114017,Mechanical Engineering -A,6
922522114018,Mechanical Engineering -A,6
922522114019,Mechanical Engineering -A,6
922522114020,Mechanical Engineering -A,6
922522114021,Mechanical Engineering -A,6
922522114022,Mechanical Engineering -A,6
922522114023,Mechanical Engineering -A,6
922522114024,Mechanical Engineering -A,6
922522114025,Mechanical Engineering -A,6
922522114026,Mechanical Engineering -A,6
922522114027,Mechanical Engineering -A,6
922522114028,Mechanical Engineering -A,6
922522114029,Mechanical Engineering -A,6
922522114030,Mechanical Engineering -A,6
922522114031,Mechanical Engineering -A,6
922522114032,Mechanical Engineering -A,6
922522114033,Mechanical Engineering -A,6
922522114034,Mechanical Engineering -A,6
922522114035,Mechanical Engineering -A,6
922522114036,Mechanical Engineering -A,6
922522114037,Mechanical Engineering -A,6
922522114038,Mechanical Engineering -A,6
922522114039,Mechanical Engineering -A,6
922522114040,Mechanical Engineering -A,6
922522114041,Mechanical Engineering -A,6
922522114042,Mechanical Engineering -A,6
922522114043,Mechanical Engineering -A,6
922522114044,Mechanical Engineering -A,6
922522114045,Mechanical Engineering -A,6
922522114046,Mechanical Engineering -A,6
922522114047,Mechanical Engineering -A,6
922522114048,Mechanical Engineering -A,6
922522114049,Mechanical Engineering -A,6
922522114050,Mechanical Engineering -A,6
922522114051,Mechanical Engineering -A,6
922522114052,Mechanical Engineering -A,6
922522114053,Mechanical Engineering -A,6
922522114054,Mechanical Engineering -A,6
922522114055,Mechanical Engineering -A,6
922522114056,Mechanical Engineering -A,6
922522114057,Mechanical Engineering -A,6
922522114058,Mechanical Engineering -A,6
922522114059,Mechanical Engineering -A,6
922522114060,Mechanical Engineering -A,6
922522114061,Mechanical Engineering -A,6
922522114062,Mechanical Engineering -A,6
922522114063,Mechanical Engineering -A,6
922522114064,Mechanical Engineering -A,6
922522114065,Mechanical Engineering -A,6
922522114066,Mechanical Engineering -A,6
922522114067,Mechanical Engineering -A,6
922522114068,Mechanical Engineering -A,6
922522114069,Mechanical Engineering -A,6
922522114070,Mechanical Engineering -A,6
922522114071,Mechanical Engineering -A,6
922522114072,Mechanical Engineering -A,6
922522114073,Mechanical Engineering -A,6
922522114074,Mechanical Engineering -A,6
922522114301,Mechanical Engineering -A,6
922522114302,Mechanical Engineering -A,6
922522114303,Mechanical Engineering -A,6
922522114304,Mechanical Engineering -A,6
922522114305,Mechanical Engineering -A,6
922522114306,Mechanical Engineering -A,6
922522114307,Mechanical Engineering -A,6
922522114308,Mechanical Engineering -A,6
922522114309,Mechanical Engineering -A,6
922522114310,Mechanical Engineering -A,6
922523103001,Civil Engineering -A,4
922523103002,Civil Engineering -A,4
922523103003,Civil Engineering -A,4
922523103004,Civil Engineering -A,4
922523103005,Civil Engineering -A,4
922523103006,Civil Engineering -A,4
922523103007,Civil Engineering -A,4
922523103008,Civil Engineering -A,4
922523103009,Civil Engineering -A,4
922523103010,Civil Engineering -A,4
922523103011,Civil Engineering -A,4
922523103012,Civil Engineering -A,4
922523103013,Civil Engineering -A,4
922523103501,Civil Engineering -A,4
922524244001,Computer Science and Business Systems -A,2
922524244002,Computer Science and Business Systems -A,2
922524244003,Computer Science and Business Systems -A,2
922524244004,Computer Science and Business Systems -A,2
922524244005,Computer Science and Business Systems -A,2
922524244006,Computer Science and Business Systems -A,2
922524244007,Computer Science and Business Systems -A,2
922524244008,Computer Science and Business Systems -A,2
922524244009,Computer Science and Business Systems -A,2
922524244010,Computer Science and Business Systems -A,2
922524244011,Computer Science and Business Systems -A,2
922524244012,Computer Science and Business Systems -A,2
922524244013,Computer Science and Business Systems -A,2
922524244014,Computer Science and Business Systems -A,2
922524244015,Computer Science and Business Systems -A,2
922524244016,Computer Science and Business Systems -A,2
922524244017,Computer Science and Business Systems -A,2
922524244018,Computer Science and Business Systems -A,2
922524244019,Computer Science and Business Systems -A,2
922524244020,Computer Science and Business Systems -A,2
922524244021,Computer Science and Business Systems -A,2
922524244022,Computer Science and Business Systems -A,2
922524244023,Computer Science and Business Systems -A,2
922524244024,Computer Science and Business Systems -A,2
922524244025,Computer Science and Business Systems -A,2
922524244026,Computer Science and Business Systems -A,2
922524244027,Computer Science and Business Systems -A,2
922524244028,Computer Science and Business Systems -A,2
922524244029,Computer Science and Business Systems -A,2
922524244030,Computer Science and Business Systems -A,2
922524244031,Computer Science and Business Systems -A,2
922524244032,Computer Science and Business Systems -A,2
922524244033,Computer Science and Business Systems -A,2
922524244034,Computer Science and Business Systems -A,2
922524244035,Computer Science and Business Systems -A,2
922524244036,Computer Science and Business Systems -A,2
922524244037,Computer Science and Business Systems -A,2
922524244038,Computer Science and Business Systems -A,2
922524244039,Computer Science and Business Systems -A,2
922524244040,Computer Science and Business Systems -A,2
922524244041,Computer Science and Business Systems -A,2
922524244042,Computer Science and Business Systems -A,2
922524244043,Computer Science and Business Systems -A,2
922524244044,Computer Science and Business Systems -A,2
922524244045,Computer Science and Business Systems -A,2
922524244046,Computer Science and Business Systems -A,2
922524244047,Computer Science and Business Systems -A,2
922524244048,Computer Science and Business Systems -A,2
922524244049,Computer Science and Business Systems -A,2
922524244050,Computer Science and Business Systems -A,2
922524244051,Computer Science and Business Systems -A,2
922524244052,Computer Science and Business Systems -A,2
922524244053,Computer Science and Business Systems -A,2
922524244054,Computer Science and Business Systems -A,2
922524244055,Computer Science and Business Systems -A,2
922524244056,Computer Science and Business Systems -A,2
922524244057,Computer Science and Business Systems -A,2
922524244058,Computer Science and Business Systems -A,2
922524244059,Computer Science and Business Systems -A,2
922524244060,Computer Science and Business Systems -A,2
922524244061,Computer Science and Business Systems -A,2
922524244062,Computer Science and Business Systems -A,2
922524244063,Computer Science and Business Systems -A,2
922523244001,Computer Science and Business Systems -A,4
922523244002,Computer Science and Business Systems -A,4
922523244003,Computer Science and Business Systems -A,4
922523244004,Computer Science and Business Systems -A,4
922523244005,Computer Science and Business Systems -A,4
922523244006,Computer Science and Business Systems -A,4
922523244007,Computer Science and Business Systems -A,4
922523244008,Computer Science and Business Systems -A,4
922523244009,Computer Science and Business Systems -A,4
922523244010,Computer Science and Business Systems -A,4
922523244011,Computer Science and Business Systems -A,4
922523244012,Computer Science and Business Systems -A,4
922523244013,Computer Science and Business Systems -A,4
922523244014,Computer Science and Business Systems -A,4
922523244015,Computer Science and Business Systems -A,4
922523244016,Computer Science and Business Systems -A,4
922523244017,Computer Science and Business Systems -A,4
922523244018,Computer Science and Business Systems -A,4
922523244019,Computer Science and Business Systems -A,4
922523244020,Computer Science and Business Systems -A,4
922523244021,Computer Science and Business Systems -A,4
922523244022,Computer Science and Business Systems -A,4
922523244023,Computer Science and Business Systems -A,4
922523244024,Computer Science and Business Systems -A,4
922523244025,Computer Science and Business Systems -A,4
922523244026,Computer Science and Business Systems -A,4
922523244027,Computer Science and Business Systems -A,4
922523244028,Computer Science and Business Systems -A,4
922523244029,Computer Science and Business Systems -A,4
922523244030,Computer Science and Business Systems -A,4
922523244031,Computer Science and Business Systems -A,4
922523244032,Computer Science and Business Systems -A,4
922523244033,Computer Science and Business Systems -A,4
922523244034,Computer Science and Business Systems -A,4
922523244035,Computer Science and Business Systems -A,4
922523244036,Computer Science and Business Systems -A,4
922523244037,Computer Science and Business Systems -A,4
922523244038,Computer Science and Business Systems -A,4
922523244039,Computer Science and Business Systems -A,4
922523244040,Computer Science and Business Systems -A,4
922523244041,Computer Science and Business Systems -A,4
922523244042,Computer Science and Business Systems -A,4
922523244043,Computer Science and Business Systems -A,4
922523244044,Computer Science and Business Systems -A,4
922523244045,Computer Science and Business Systems -A,4
922523244046,Computer Science and Business Systems -A,4
922523244047,Computer Science and Business Systems -A,4
922523244048,Computer Science and Business Systems -A,4
922523244049,Computer Science and Business Systems -A,4
922523244050,Computer Science and Business Systems -A,4
922523244051,Computer Science and Business Systems -A,4
922523244052,Computer Science and Business Systems -A,4
922523244053,Computer Science and Business Systems -A,4
922523244054,Computer Science and Business Systems -A,4
922523244055,Computer Science and Business Systems -A,4
922523244056,Computer Science and Business Systems -A,4
922523244057,Computer Science and Business Systems -A,4
922523244058,Computer Science and Business Systems -A,4
922523244059,Computer Science and Business Systems -A,4
922523244060,Computer Science and Business Systems -A,4
922523244061,Computer Science and Business Systems -A,4
922523244062,Computer Science and Business Systems -A,4
922522205001,Information Technology -A,6
922522205002,Information Technology -A,6
922522205003,Information Technology -A,6
922522205004,Information Technology -A,6
922522205005,Information Technology -A,6
922522205006,Information Technology -A,6
922522205007,Information Technology -A,6
922522205008,Information Technology -A,6
922522205009,Information Technology -A,6
922522205010,Information Technology -A,6
922522205011,Information Technology -A,6
922522205012,Information Technology -A,6
922522205013,Information Technology -A,6
922522205014,Information Technology -A,6
922522205015,Information Technology -A,6
922522205016,Information Technology -A,6
922522205017,Information Technology -A,6
922522205018,Information Technology -A,6
922522205019,Information Technology -A,6
922522205020,Information Technology -A,6
922522205021,Information Technology -A,6
922522205022,Information Technology -A,6
922522205023,Information Technology -A,6
922522205024,Information Technology -A,6
922522205025,Information Technology -A,6
922522205026,Information Technology -A,6
922522205027,Information Technology -A,6
922522205028,Information Technology -A,6
922522205029,Information Technology -A,6
922522205030,Information Technology -A,6
922522205031,Information Technology -A,6
922522205032,Information Technology -A,6
922522205033,Information Technology -A,6
922522205034,Information Technology -A,6
922522205035,Information Technology -A,6
922522205036,Information Technology -A,6
922522205037,Information Technology -A,6
922522205038,Information Technology -A,6
922522205039,Information Technology -A,6
922522205040,Information Technology -A,6
922522205041,Information Technology -A,6
922522205042,Information Technology -A,6
922522205043,Information Technology -A,6
922522205044,Information Technology -A,6
922522205045,Information Technology -A,6
922522205046,Information Technology -A,6
922522205047,Information Technology -A,6
922522205048,Information Technology -A,6
922522205049,Information Technology -A,6
922522205050,Information Technology -A,6
922522205051,Information Technology -A,6
922522205052,Information Technology -A,6
922522205053,Information Technology -A,6
922522205054,Information Technology -A,6
922522205055,Information Technology -A,6
922522205056,Information Technology -A,6
922522205057,Information Technology -A,6
922522205058,Information Technology -A,6
922522205059,Information Technology -A,6
922522205302,Information Technology -A,6
922522205303,Information Technology -A,6
922522103001,Civil Engineering -A,6
922522103002,Civil Engineering -A,6
922522103003,Civil Engineering -A,6
922522103004,Civil Engineering -A,6
922522103005,Civil Engineering -A,6
922522103006,Civil Engineering -A,6
922522103007,Civil Engineering -A,6
922522103008,Civil Engineering -A,6
922522103009,Civil Engineering -A,6
922522103010,Civil Engineering -A,6
922522103011,Civil Engineering -A,6
922522103012,Civil Engineering -A,6
922522103013,Civil Engineering -A,6
922522103014,Civil Engineering -A,6
922522103015,Civil Engineering -A,6
922522103301,Civil Engineering -A,6
922522103302,Civil Engineering -A,6
922522103303,Civil Engineering -A,6
922522103304,Civil Engineering -A,6
922522244001,Computer Science and Business Systems -A,6
922522244002,Computer Science and Business Systems -A,6
922522244003,Computer Science and Business Systems -A,6
922522244004,Computer Science and Business Systems -A,6
922522244005,Computer Science and Business Systems -A,6
922522244006,Computer Science and Business Systems -A,6
922522244007,Computer Science and Business Systems -A,6
922522244008,Computer Science and Business Systems -A,6
922522244009,Computer Science and Business Systems -A,6
922522244010,Computer Science and Business Systems -A,6
922522244011,Computer Science and Business Systems -A,6
922522244012,Computer Science and Business Systems -A,6
922522244013,Computer Science and Business Systems -A,6
922522244014,Computer Science and Business Systems -A,6
922522244015,Computer Science and Business Systems -A,6
922522244016,Computer Science and Business Systems -A,6
922522244017,Computer Science and Business Systems -A,6
922522244018,Computer Science and Business Systems -A,6
922522244019,Computer Science and Business Systems -A,6
922522244020,Computer Science and Business Systems -A,6
922522244021,Computer Science and Business Systems -A,6
922522244022,Computer Science and Business Systems -A,6
922522244023,Computer Science and Business Systems -A,6
922522244024,Computer Science and Business Systems -A,6
922522244025,Computer Science and Business Systems -A,6
922522244026,Computer Science and Business Systems -A,6
922522244027,Computer Science and Business Systems -A,6
922522244028,Computer Science and Business Systems -A,6
922522244029,Computer Science and Business Systems -A,6
922522244030,Computer Science and Business Systems -A,6
922522244031,Computer Science and Business Systems -A,6
922522244032,Computer Science and Business Systems -A,6
922522244033,Computer Science and Business Systems -A,6
922522244034,Computer Science and Business Systems -A,6
922522244035,Computer Science and Business Systems -A,6
922522244036,Computer Science and Business Systems -A,6
922522244037,Computer Science and Business Systems -A,6
922522244038,Computer Science and Business Systems -A,6
922522244039,Computer Science and Business Systems -A,6
922522244040,Computer Science and Business Systems -A,6
922522244041,Computer Science and Business Systems -A,6
922522244042,Computer Science and Business Systems -A,6
922522244043,Computer Science and Business Systems -A,6
922522244044,Computer Science and Business Systems -A,6
922522244045,Computer Science and Business Systems -A,6
922522244046,Computer Science and Business Systems -A,6
922522244047,Computer Science and Business Systems -A,6
922522244048,Computer Science and Business Systems -A,6
922522244049,Computer Science and Business Systems -A,6
922522244050,Computer Science and Business Systems -A,6
922522244051,Computer Science and Business Systems -A,6
922524104001,Computer Science and Engineering -A,2
922524104002,Computer Science and Engineering -A,2
922524104003,Computer Science and Engineering -A,2
922524104004,Computer Science and Engineering -A,2
922524104005,Computer Science and Engineering -A,2
922524104006,Computer Science and Engineering -A,2
922524104007,Computer Science and Engineering -A,2
922524104008,Computer Science and Engineering -A,2
922524104009,Computer Science and Engineering -A,2
922524104010,Computer Science and Engineering -A,2
922524104011,Computer Science and Engineering -A,2
922524104012,Computer Science and Engineering -A,2
922524104013,Computer Science and Engineering -A,2
922524104014,Computer Science and Engineering -A,2
922524104015,Computer Science and Engineering -A,2
922524104016,Computer Science and Engineering -A,2
922524104017,Computer Science and Engineering -A,2
922524104018,Computer Science and Engineering -A,2
922524104019,Computer Science and Engineering -A,2
922524104020,Computer Science and Engineering -A,2
922524104021,Computer Science and Engineering -A,2
922524104022,Computer Science and Engineering -A,2
922524104023,Computer Science and Engineering -A,2
922524104024,Computer Science and Engineering -A,2
922524104025,Computer Science and Engineering -A,2
922524104026,Computer Science and Engineering -A,2
922524104027,Computer Science and Engineering -A,2
922524104028,Computer Science and Engineering -A,2
922524104029,Computer Science and Engineering -A,2
922524104030,Computer Science and Engineering -A,2
922524104031,Computer Science and Engineering -A,2
922524104032,Computer Science and Engineering -A,2
922524104033,Computer Science and Engineering -A,2
922524104034,Computer Science and Engineering -A,2
922524104035,Computer Science and Engineering -A,2
922524104036,Computer Science and Engineering -A,2
922524104037,Computer Science and Engineering -A,2
922524104038,Computer Science and Engineering -A,2
922524104039,Computer Science and Engineering -A,2
922524104040,Computer Science and Engineering -A,2
922524104041,Computer Science and Engineering -A,2
922524104042,Computer Science and Engineering -A,2
922524104043,Computer Science and Engineering -A,2
922524104044,Computer Science and Engineering -A,2
922524104045,Computer Science and Engineering -A,2
922524104046,Computer Science and Engineering -A,2
922524104047,Computer Science and Engineering -A,2
922524104048,Computer Science and Engineering -A,2
922524104049,Computer Science and Engineering -A,2
922524104050,Computer Science and Engineering -A,2
922524104051,Computer Science and Engineering -A,2
922524104052,Computer Science and Engineering -A,2
922524104053,Computer Science and Engineering -A,2
922524104054,Computer Science and Engineering -A,2
922524104055,Computer Science and Engineering -A,2
922524104056,Computer Science and Engineering -A,2
922524104057,Computer Science and Engineering -A,2
922524104058,Computer Science and Engineering -A,2
922524104059,Computer Science and Engineering -A,2
922524104060,Computer Science and Engineering -A,2
922524104061,Computer Science and Engineering -A,2
922524104062,Computer Science and Engineering -A,2
922522205060,Information Technology -B,6
922522205061,Information Technology -B,6
922522205062,Information Technology -B,6
922522205063,Information Technology -B,6
922522205064,Information Technology -B,6
922522205065,Information Technology -B,6
922522205066,Information Technology -B,6
922522205067,Information Technology -B,6
922522205068,Information Technology -B,6
922522205069,Information Technology -B,6
922522205070,Information Technology -B,6
922522205071,Information Technology -B,6
922522205072,Information Technology -B,6
922522205073,Information Technology -B,6
922522205074,Information Technology -B,6
922522205075,Information Technology -B,6
922522205076,Information Technology -B,6
922522205077,Information Technology -B,6
922522205078,Information Technology -B,6
922522205079,Information Technology -B,6
922522205080,Information Technology -B,6
922522205081,Information Technology -B,6
922522205082,Information Technology -B,6
922522205083,Information Technology -B,6
922522205084,Information Technology -B,6
922522205085,Information Technology -B,6
922522205086,Information Technology -B,6
922522205087,Information Technology -B,6
922522205088,Information Technology -B,6
922522205089,Information Technology -B,6
922522205090,Information Technology -B,6
922522205091,Information Technology -B,6
922522205092,Information Technology -B,6
922522205093,Information Technology -B,6
922522205094,Information Technology -B,6
922522205095,Information Technology -B,6
922522205096,Information Technology -B,6
922522205097,Information Technology -B,6
922522205098,Information Technology -B,6
922522205099,Information Technology -B,6
922522205100,Information Technology -B,6
922522205101,Information Technology -B,6
922522205102,Information Technology -B,6
922522205103,Information Technology -B,6
922522205104,Information Technology -B,6
922522205105,Information Technology -B,6
922522205106,Information Technology -B,6
922522205107,Information Technology -B,6
922522205108,Information Technology -B,6
922522205109,Information Technology -B,6
922522205110,Information Technology -B,6
922522205111,Information Technology -B,6
922522205112,Information Technology -B,6
922522205113,Information Technology -B,6
922522205114,Information Technology -B,6
922522205115,Information Technology -B,6
922522205116,Information Technology -B,6
922522205117,Information Technology -B,6
922522205118,Information Technology -B,6
922522205304,Information Technology -B,6
922522205305,Information Technology -B,6
922522205307,Information Technology -B,6
922524104063,Computer Science and Engineering -B,2
922524104064,Computer Science and Engineering -B,2
922524104065,Computer Science and Engineering -B,2
922524104066,Computer Science and Engineering -B,2
922524104067,Computer Science and Engineering -B,2
922524104068,Computer Science and Engineering -B,2
922524104069,Computer Science and Engineering -B,2
922524104070,Computer Science and Engineering -B,2
922524104071,Computer Science and Engineering -B,2
922524104072,Computer Science and Engineering -B,2
922524104073,Computer Science and Engineering -B,2
922524104074,Computer Science and Engineering -B,2
922524104075,Computer Science and Engineering -B,2
922524104076,Computer Science and Engineering -B,2
922524104077,Computer Science and Engineering -B,2
922524104078,Computer Science and Engineering -B,2
922524104079,Computer Science and Engineering -B,2
922524104080,Computer Science and Engineering -B,2
922524104081,Computer Science and Engineering -B,2
922524104082,Computer Science and Engineering -B,2
922524104083,Computer Science and Engineering -B,2
922524104084,Computer Science and Engineering -B,2
922524104085,Computer Science and Engineering -B,2
922524104086,Computer Science and Engineering -B,2
922524104087,Computer Science and Engineering -B,2
922524104088,Computer Science and Engineering -B,2
922524104089,Computer Science and Engineering -B,2
922524104090,Computer Science and Engineering -B,2
922524104091,Computer Science and Engineering -B,2
922524104092,Computer Science and Engineering -B,2
922524104093,Computer Science and Engineering -B,2
922524104094,Computer Science and Engineering -B,2
922524104095,Computer Science and Engineering -B,2
922524104096,Computer Science and Engineering -B,2
922524104097,Computer Science and Engineering -B,2
922524104098,Computer Science and Engineering -B,2
922524104099,Computer Science and Engineering -B,2
922524104100,Computer Science and Engineering -B,2
922524104101,Computer Science and Engineering -B,2
922524104102,Computer Science and Engineering -B,2
922524104103,Computer Science and Engineering -B,2
922524104104,Computer Science and Engineering -B,2
922524104105,Computer Science and Engineering -B,2
922524104106,Computer Science and Engineering -B,2
922524104107,Computer Science and Engineering -B,2
922524104108,Computer Science and Engineering -B,2
922524104109,Computer Science and Engineering -B,2
922524104110,Computer Science and Engineering -B,2
922524104111,Computer Science and Engineering -B,2
922524104112,Computer Science and Engineering -B,2
922524104113,Computer Science and Engineering -B,2
922524104114,Computer Science and Engineering -B,2
922524104115,Computer Science and Engineering -B,2
922524104116,Computer Science and Engineering -B,2
922524104117,Computer Science and Engineering -B,2
922524104118,Computer Science and Engineering -B,2
922524104119,Computer Science and Engineering -B,2
922524104120,Computer Science and Engineering -B,2
922524104121,Computer Science and Engineering -B,2
922524104125,Computer Science and Engineering -B,2
922524203001,Chemical Engineering -A,2
922524203002,Chemical Engineering -A,2
922524203003,Chemical Engineering -A,2
922524203004,Chemical Engineering -A,2
922524203005,Chemical Engineering -A,2
922524203006,Chemical Engineering -A,2
922524203007,Chemical Engineering -A,2
922524203008,Chemical Engineering -A,2
922524203009,Chemical Engineering -A,2
922524203010,Chemical Engineering -A,2
922524203011,Chemical Engineering -A,2
922524203012,Chemical Engineering -A,2
922524203013,Chemical Engineering -A,2
922524203014,Chemical Engineering -A,2
922524203015,Chemical Engineering -A,2
922524203016,Chemical Engineering -A,2
922524203017,Chemical Engineering -A,2
922524203018,Chemical Engineering -A,2
922524203019,Chemical Engineering -A,2
922524203020,Chemical Engineering -A,2
922524203021,Chemical Engineering -A,2
922524203022,Chemical Engineering -A,2
922524203023,Chemical Engineering -A,2
922524203024,Chemical Engineering -A,2
922524203025,Chemical Engineering -A,2
922524203026,Chemical Engineering -A,2
922524203027,Chemical Engineering -A,2
922524203028,Chemical Engineering -A,2
922524203029,Chemical Engineering -A,2
922524203030,Chemical Engineering -A,2
922524203031,Chemical Engineering -A,2
922524104122,Computer Science and Engineering -C,2
922524104123,Computer Science and Engineering -C,2
922524104124,Computer Science and Engineering -C,2
922524104126,Computer Science and Engineering -C,2
922524104127,Computer Science and Engineering -C,2
922524104128,Computer Science and Engineering -C,2
922524104129,Computer Science and Engineering -C,2
922524104130,Computer Science and Engineering -C,2
922524104131,Computer Science and Engineering -C,2
922524104132,Computer Science and Engineering -C,2
922524104133,Computer Science and Engineering -C,2
922524104134,Computer Science and Engineering -C,2
922524104135,Computer Science and Engineering -C,2
922524104136,Computer Science and Engineering -C,2
922524104137,Computer Science and Engineering -C,2
922524104138,Computer Science and Engineering -C,2
922524104139,Computer Science and Engineering -C,2
922524104140,Computer Science and Engineering -C,2
922524104141,Computer Science and Engineering -C,2
922524104142,Computer Science and Engineering -C,2
922524104143,Computer Science and Engineering -C,2
922524104144,Computer Science and Engineering -C,2
922524104145,Computer Science and Engineering -C,2
922524104146,Computer Science and Engineering -C,2
922524104147,Computer Science and Engineering -C,2
922524104148,Computer Science and Engineering -C,2
922524104149,Computer Science and Engineering -C,2
